,name,price,mileage,drivetrain,mpg,fuel_type,transmission,engine,zipcode,oneowner,personal_use
167,2020 Kia Optima LX,21999,62193, Front-wheel Drive ,24–32,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,98371,0,0
168,2020 Kia Optima LX,18364,58169, Front-wheel Drive ,24–32,Gasoline ,6-SPEED A/T,4 Cylinder Engine,33020,0,0
169,2018 BMW 320 i xDrive,16999,45334, All-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,19067,3,3
170,2019 Volkswagen Golf R 2.0T w/DCC & Navigation,47998,7927, All-wheel Drive ,23–30,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,20165,3,3
171,2020 Ford Fusion SE,23977,57074, Front-wheel Drive ,23–34,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,98125,1,0
172,1995 Chevrolet Corvette ,25900,46904, Rear-wheel Drive ,17–27,Gasoline ,Automatic,5.7L V8 16V MPFI OHV,08736,3,3
173,2017 Buick Enclave Premium,27995,73050, All-wheel Drive ,15–22,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,08109,0,0
174,2021 Audi A5 2.0T Premium,47495,15317, All-wheel Drive ,24–31,Gasoline ,7-Speed Automatic,2.0L,02061,1,0
175,2015 Lexus ES 350 350,21200,86700, Front-wheel Drive ,21–31,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,22207,0,1
176,2018 GMC Sierra 1500 SLT,35993,98641, Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,77478,0,0
177,2006 Mazda RX-8 Base,6990,112840, Rear-wheel Drive ,18–24,Gasoline ,6-Speed Manual,1.3L Rotary MPFI OHV,98409,0,1
178,2014 Lexus LS 460 Base,34700,45652, Rear-wheel Drive ,16–24,Gasoline ,8-Speed Automatic,4.6L V8 32V PDI DOHC,20166,0,1
179,2019 Acura MDX 3.5L,35690,50954, All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,22304,1,1
180,2019 Lexus RX 350 350,44990,26549, Front-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,30341,1,1
181,2021 Jeep Gladiator Sport,45000,7813, Four-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,44601,1,1
182,2019 Honda Odyssey EX-L,35278,34915, Front-wheel Drive ,19–28,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,91763,1,0
183,2021 Mazda CX-5 Carbon Edition,31677,32671, Front-wheel Drive ,25–31,Gasoline ,Automatic,4 Cylinder Engine,0,3,3
184,2013 Lexus GX 460 Premium,20750,170488, Four-wheel Drive ,15–20,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,90703,0,0
185,2017 Porsche Cayenne Platinum Edition,35000,81986, All-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,60173,3,3
186,2021 Toyota 4Runner Limited,51949,23346, Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,77079,1,1
187,2020 Cadillac XT4 Premium Luxury,33575,36248, Front-wheel Drive ,24–30,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,48021,1,1
188,2016 Chevrolet Camaro 1LT,23500,47401, Rear-wheel Drive ,21–30,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,60610,0,1
189,2014 BMW 328 i xDrive,19980,48258, All-wheel Drive ,22–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,11418,0,0
190,2017 Audi A4 2.0T Premium,25588,43374, All-wheel Drive ,24–31,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,20852,0,1
191,2012 Mazda MX-5 Miata Grand Touring,21995,49882, Rear-wheel Drive ,21–28,Gasoline ,6-Speed Manual,2.0L I4 16V MPFI DOHC,33761,0,1
192,2021 Chevrolet Trailblazer RS,31495,21760, Front-wheel Drive ,29–33,Gasoline ,Automatic CVT,1.3L I3 12V GDI DOHC Turbo,32817,3,3
193,2020 Land Rover Range Rover Sport SE,65975,32353, Four-wheel Drive ,19–24,Gasoline ,Automatic,V6,60195,3,3
194,2019 Audi A4 2.0T Premium Plus,32788,27754, Front-wheel Drive ,27–34,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,92692,1,1
195,2009 Dodge Challenger SRT8,28690,31636, Rear-wheel Drive ,13–19,Gasoline ,6-Speed Manual,6.1L V8 16V MPFI OHV,32117,0,1
196,2017 Dodge Grand Caravan SE,19997,64745, Front-wheel Drive ,17–25,– ,Automatic,3.6L V6 24V MPFI DOHC,99212,3,3
197,2008 Mercedes-Benz CLK-Class CLK 350,10996,85254, Rear-wheel Drive ,17–25,Gasoline ,7-Speed Automatic,3.5L V6 24V MPFI DOHC,90703,0,0
198,2020 GMC Yukon Denali,63900,34918, Rear-wheel Drive ,14–23,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,75207,3,3
199,2014 Toyota Camry Hybrid XLE,18950,48982, Front-wheel Drive ,40–38,Hybrid ,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,94607,0,1
200,2015 Nissan Pathfinder SV,17965,86447, Front-wheel Drive ,20–27,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC,35046,0,0
201,2021 Nissan Rogue Platinum,42696,20770, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L I4 16V GDI DOHC,74401,3,3
202,2021 Nissan Rogue S,28874,18650, Front-wheel Drive ,27–35,Gasoline ,Automatic CVT,2.5L I4 16V GDI DOHC,75034,1,1
203,2017 Honda CR-V EX,24500,62183, Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,76116,0,1
204,2019 Buick Envision Essence,30493,14749, Front-wheel Drive ,22–29,Gasoline ,Automatic,Gas I4 2.5L/,46032,1,1
205,2020 Jeep Grand Cherokee Trailhawk,37859,69770, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,80401,1,1
206,2020 Jeep Gladiator Rubicon,48299,29545, Four-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,80233,0,1
207,2020 Toyota Camry SE,22888,59999, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,22031,0,0
208,2020 Hyundai Palisade Limited,39922,32177, Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,34208,3,3
209,2016 Ford Transit-350 Base,58800,23122, Rear-wheel Drive ,None,Diesel ,6-Speed Automatic,3.2L I5 20V DI DOHC Turbo Diesel,98409,3,3
210,2017 Toyota RAV4 Limited,29402,12334, All-wheel Drive ,22–29,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,60642,1,1
211,2020 RAM 1500 Big Horn,43583,32434, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,72204,0,1
212,2019 Mercedes-Benz CLA 250 Base,28999,38046, Front-wheel Drive ,24–37,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,91763,1,1
213,2019 Lexus RX 350 RX 350,42679,28296, Front-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,30080,1,1
214,2021 GMC Yukon SLT,69995,20895, Four-wheel Drive ,16–20,Diesel ,10-Speed Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,33063,1,1
215,2017 Lexus LS 460 L,49750,24067, All-wheel Drive ,16–23,Gasoline ,Automatic,8 Cylinder Engine,07205,1,1
216,2018 Honda Accord LX,23995,13281, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,08817,1,1
217,2011 BMW X5 xDrive50i,15000,88064, All-wheel Drive ,14–20,Gasoline ,8-SPEED A/T,8 Cylinder Engine,22046,0,1
218,2008 Acura MDX Technology,11955,158014, All-wheel Drive ,15–20,Gasoline ,5-Speed Automatic,3.7L V6 24V MPFI SOHC,30501,0,1
219,2019 Honda Civic Sport,26300,14529, Front-wheel Drive ,29–37,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,53045,1,1
220,2021 GMC Sierra 1500 AT4,57499,15958, Four-wheel Drive ,16–21,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV,32809,1,0
221,2020 Ford F-150 XL,31996,60522, Rear-wheel Drive ,None,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,75006,1,0
222,2021 Chevrolet Trailblazer RS,31450,22143, All-wheel Drive ,26–30,Gasoline ,9-Speed Automatic,1.3L I3 12V GDI DOHC Turbo,98005,0,1
223,2018 Chevrolet Volt LT,29991,16575, Front-wheel Drive ,None,Hybrid ,1-Speed Automatic,1.5L I4 16V GDI DOHC Hybrid,77478,0,1
224,2020 Cadillac XT6 Premium Luxury AWD,53999,7391, All-wheel Drive ,17–24,Gasoline ,9-SPEED A/T,V6 Cylinder Engine,98204,0,0
225,2020 BMW X5 xDrive40i,59582,18277, All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,02886,0,1
226,2019 Toyota Highlander XLE,36987,40673, All-wheel Drive ,None,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,98424,1,1
227,2021 Audi Q3 45 S line Premium,40540,17238, All-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,49009,1,1
228,2021 Honda Civic Sport,28333,37632, Front-wheel Drive ,29–37,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,70809,3,3
229,2020 Cadillac XT4 Premium Luxury,35964,31113, All-wheel Drive ,22–29,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,48080,0,0
230,2017 Toyota Highlander SE,30997,69850, All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.5L V6 24V GDI DOHC,60020,0,0
231,2018 Tesla Model 3 Long Range,49577,48800, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,60540,1,1
232,2019 Land Rover Range Rover Sport 3.0L Supercharged HSE,68000,23308, Four-wheel Drive ,17–23,Gasoline ,Automatic,V6,02339,1,1
233,2018 Ford F-150 XLT,29495,87513, 4WD ,18–23,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,19067,0,0
234,2019 Toyota 4Runner Limited,40520,31899, Four-wheel Drive ,17–20,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,53045,1,1
235,2018 Lexus GX 460 Base,38993,53902, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,19806,1,1
236,2019 Tesla Model 3 Long Range,50000,41416, All-wheel Drive ,0–0,Electric Fuel System ,1-Speed A/T,425.0HP Electric Motor Electric Fuel System,0,3,3
237,2020 Hyundai Elantra SEL,21600,26960, Front-wheel Drive ,30–40,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,23320,1,1
238,2012 Honda Pilot EX-L,19977,87825, Four-wheel Drive ,17–24,Gasoline ,5-Speed Automatic,3.5L V6 24V MPFI SOHC,53219,0,1
239,2010 BMW 750 Li xDrive,12995,100937, All-wheel Drive ,14–20,Gasoline ,6-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,46227,3,3
240,2020 Acura TLX V6 w/Technology Package,34189,15262, Front-wheel Drive ,20–31,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,33062,1,1
241,2021 Chevrolet Malibu LT,22780,39090, Front-wheel Drive ,29–36,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,46038,1,0
242,2018 Subaru Crosstrek 2.0i Premium,24662,36440, All-wheel Drive ,27–33,Gasoline ,Automatic CVT,2.0L H4 16V GDI DOHC,60641,1,1
243,2017 Land Rover Range Rover Sport 5.0L Supercharged SVR,67888,35809, Four-wheel Drive ,14–19,Gasoline ,8-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged,22031,0,1
244,2022 Honda Civic Sport,34610,6733, Front-wheel Drive ,29–37,Gasoline ,Automatic CVT,2.0L I4 16V GDI DOHC,72704,1,1
245,2018 BMW X1 xDrive28i,22495,52303, All-wheel Drive ,22–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,11550,0,1
246,2019 BMW 330 i,40995,15334, Rear-wheel Drive ,26–36,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,96813,0,0
247,2019 Lexus GS 350 Base,44498,10440, Rear-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,33761,3,3
248,2015 Lexus IS 250 INTERIOR,24749,91585, Rear-wheel Drive ,21–30,Gasoline ,6-Speed Automatic,2.5L V6 24V PDI DOHC,32807,0,1
249,2020 Jeep Grand Cherokee Limited,40995,3110, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,40509,1,1
250,2010 Porsche Panamera Turbo,39900,57000, All-wheel Drive ,15–23,Gasoline ,7-Speed Automatic with Auto-Shift,4.8L V8 32V GDI DOHC Twin Turbo,15116,3,3
251,2019 Jeep Grand Cherokee Limited,41000,24050, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,60453,1,1
252,2022 Lincoln Corsair Reserve,43981,5342, Front-wheel Drive ,None,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,75209,0,0
253,2019 INFINITI QX80 Luxe,45997,48154, All-wheel Drive ,13–19,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,20746,0,0
254,2020 Toyota Corolla SE,28998,18482, FWD ,31–40,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC,32771,3,3
255,2021 Toyota Tundra SR5,45919,12843, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,27262,0,1
256,2017 Jeep Grand Cherokee Limited,28966,56199, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,80514,3,3
257,2009 Porsche Cayenne S,18991,67233, All-wheel Drive ,13–19,Gasoline ,6-Speed Automatic,4.8L V8 32V GDI DOHC,44223,0,1
258,2018 Audi SQ5 3.0T Premium Plus,41000,38053, All-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,60515,0,1
259,2017 Dodge Journey GT,19223,84608, All-wheel Drive ,16–24,Gasoline ,Automatic,3.6L V6 24V MPFI DOHC,44310,3,3
260,2017 Toyota RAV4 LE,19966,63106, Front-wheel Drive ,23–30,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,20748,1,1
261,2006 BMW 530 i,8999,88188, Rear-wheel Drive ,20–30,Gasoline ,6-Speed Automatic,3.0L I6 24V MPFI DOHC,60074,0,1
262,2015 Buick Enclave Leather,20995,69927, All-wheel Drive ,16–22,Gasoline ,Automatic,"Engine, 3.6L Variable Valve Timing V6 with SIDI (Spark Ignition",20111,0,1
263,2014 Hyundai Tucson SE,16990,85368, All-wheel Drive ,20–25,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,0,3,3
264,2019 Chevrolet Corvette Stingray,56524,17739, Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV,33563,3,3
265,2014 Honda Pilot EX-L,19998,115893, Four-wheel Drive ,17–24,Gasoline ,5-Speed Automatic,3.5L V6 24V MPFI SOHC,68118,3,3
266,2016 Hyundai Tucson Sport,16995,91574, All-wheel Drive ,24–28,Gasoline ,7-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC Turbo,60004,0,0
267,2016 Volkswagen Passat 1.8T S,17995,65072, Front-wheel Drive ,25–38,Gasoline ,6-Speed Automatic,1.8L I4 16V GDI DOHC Turbo,30040,0,1
268,2021 Honda Odyssey EX,39845,19687, Front-wheel Drive ,19–28,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/212,19064,1,1
269,2010 Ford F-150 Lariat SuperCrew,19950,88165, Four-wheel Drive ,14–18,E85 Flex Fuel ,6-Speed Automatic,5.4L V8 24V MPFI SOHC Flexible Fuel,20110,0,1
270,2014 Lexus IS 350 Base,24995,87326, Rear-wheel Drive ,19–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,92335,0,1
271,2017 Hyundai Santa Fe SE,21998,86425, Front-wheel Drive ,18–25,Gasoline ,6-Speed Automatic,3.3L V6 24V GDI DOHC,30122,3,3
272,2021 BMW X3 M AWD,73995,6195, All-wheel Drive ,14–19,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,98005,1,1
273,2020 BMW X3 M ,66998,5090, All-wheel Drive ,14–19,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,98036,1,0
274,2022 BMW X3 M AWD,78597,4986, All-wheel Drive ,15–20,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,98271,1,1
275,2020 Hyundai Veloster N N,30900,6390, Front-wheel Drive ,22–29,Gasoline ,Manual,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,34788,1,1
276,2009 Nissan Altima 2.5 S,8388,112000, Front-wheel Drive ,23–31,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,85301,0,1
277,2014 Ford Escape S,19991,12794, Front-wheel Drive ,22–31,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,40216,1,1
278,2019 Audi A4 2.0T Premium Plus,33991,12596, All-wheel Drive ,23–34,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,90211,1,1
279,2018 BMW X5 xDrive35i,35905,39531, All-wheel Drive ,18–24,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,07712,1,0
280,2019 BMW X3 xDrive30i,33957,45408, All-wheel Drive ,22–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60173,3,3
281,2015 Lincoln MKZ Base,23999,56822, All-wheel Drive ,22–31,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,07644,0,1
282,2016 Mercedes-Benz GLE-Class GLE 350,31500,45502, Rear-wheel Drive ,18–24,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC,46240,0,1
283,2014 Toyota FJ Cruiser Base,35900,76368, Four-wheel Drive ,17–20,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,29316,0,1
284,2015 BMW 328 i xDrive,15900,87936, All-wheel Drive ,None,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,10466,0,1
285,2020 Lincoln Aviator Reserve AWD,54999,21165, All-wheel Drive ,17–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,22309,3,3
286,2011 Jeep Grand Cherokee Laredo,15999,67801, Rear-wheel Drive ,16–23,E85 Flex Fuel ,Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,34652,3,3
287,2018 Subaru Crosstrek 2.0i,18499,38776, All-wheel Drive ,27–33,Gasoline ,Automatic CVT,2.0L H4 16V GDI DOHC,80231,0,1
288,2018 Acura MDX 3.5L,33988,45639, Front-wheel Drive ,19–27,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,60559,1,1
289,2020 Dodge Charger Scat Pack,47485,20194, Rear-wheel Drive ,15–24,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV,22030,0,1
290,2022 Tesla Model Y Long Range,68984,193, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,20166,1,1
291,2014 Ferrari California Base,136895,12813, Rear-wheel Drive ,13–19,Gasoline ,7-Speed Automatic with Auto-Shift,4.3L V8 32V GDI DOHC,32810,0,0
292,2018 Jeep Grand Cherokee Laredo,28395,24895, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,08691,1,1
293,2021 Ford F-150 XL,41927,16480, Rear-wheel Drive ,20,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,76017,1,1
294,2020 Acura TLX Technology,32982,20234, Front-wheel Drive ,23–33,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,44135,1,1
295,2013 INFINITI G37 Sport,23000,41438, Rear-wheel Drive ,16–24,Gasoline ,6-Speed Manual,3.7L V6 24V MPFI DOHC,22207,0,1
296,2019 Jeep Grand Cherokee Limited,33971,26490, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,60515,3,3
297,2020 Ford Explorer ST,41777,51675, Four-wheel Drive ,18–24,Gasoline ,Automatic,V6 Cylinder Engine,19136,3,3
298,2022 Honda HR-V LX,27991,6501, All-wheel Drive ,27–31,Gasoline ,Automatic CVT,1.8L I4 16V MPFI SOHC,63123,1,1
299,2014 Audi S7 4.0T Prestige quattro,28500,96586, All-wheel Drive ,17–27,Gasoline ,7-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo,08724,0,1
300,2020 RAM 1500 Laramie,42560,48291, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,48034,1,1
301,2019 Toyota Highlander XLE,40500,14000, All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,28655,0,1
302,2021 Acura RDX A-Spec,43968,32919, Front-wheel Drive ,22–27,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,76137,1,1
303,2021 Mazda CX-5 Touring,29991,12956, All-wheel Drive ,24–30,Gasoline ,Automatic,4 Cylinder Engine,0,3,3
304,2019 Acura TLX Technology,19999,44796, Front-wheel Drive ,23–33,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,19067,3,3
305,2019 Ford Mustang GT Premium,41940,19164, Rear-wheel Drive ,15–24,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,76017,1,1
306,2015 Toyota Sienna XLE Premium,22495,97292, All-wheel Drive ,16–23,Gasoline ,6-SPEED A/T,V6 Cylinder Engine,11379,0,1
307,2021 Acura RDX A-Spec,44543,23446, All-wheel Drive ,21–26,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60053,1,1
308,2019 INFINITI Q50 3.0t LUXE,31809,33286, Rear-wheel Drive ,20–29,Gasoline ,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,75244,0,0
309,2017 Audi A4 2.0T Premium,26950,17138, All-wheel Drive ,24–31,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo,20904,0,1
310,2016 Volvo XC90 T6 Momentum,27970,59200, All-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC,07643,1,1
311,2020 GMC Sierra 1500 AT4,56500,44263, Four-wheel Drive ,16–21,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,28602,1,0
312,2016 Land Rover Range Rover Sport 3.0L V6 Supercharged SE,36995,35922, Four-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,20601,3,3
313,2018 Lexus GX 460 Base,36995,78864, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,75041,1,1
314,2019 RAM 1500 Laramie,44495,36668, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,11362,1,1
315,2020 Nissan Altima 2.5 SL,23555,38904, Front-wheel Drive ,28–39,Gasoline ,Automatic CVT,2.5L I4 16V GDI DOHC,11361,0,0
316,2014 Audi Q7 3.0T Premium Plus,24951,48343, All-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,15234,0,1
317,2017 Jeep Wrangler Unlimited Sport,33770,49701, Four-wheel Drive ,16–21,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC,49080,3,3
318,2021 Chevrolet Trailblazer LT,13900,38930, All-wheel Drive ,26–30,Gasoline ,9-Speed Automatic,1.3L I3 12V GDI DOHC Turbo,50317,1,1
319,2019 BMW X5 xDrive40i,49995,38010, All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,60062,0,1
320,2019 BMW 740 i,51477,32839, Rear-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,85054,0,0
321,2021 Mercedes-Benz C-Class C 300,47500,24624, Rear-wheel Drive ,24–33,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,85257,1,1
322,2015 Buick Enclave Leather,16544,128662, All-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,22554,1,1
323,2021 RAM 1500 Laramie,53500,18958, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,28031,1,0
324,2021 Chrysler Voyager LXI,24895,46243, Front-wheel Drive ,19–28,Gasoline ,9-Speed Automatic,3.6L V6 24V MPFI DOHC,32808,1,0
325,2019 Toyota Mirai Base,20995,26405, Front-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,95129,3,3
326,2019 Ford Explorer Limited,39250,29362, Four-wheel Drive ,18–25,Gasoline ,6-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,54937,0,0
327,2018 Dodge Durango GT,33700,36600, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,28602,0,1
328,2019 BMW X5 xDrive40i,47490,36547, All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,07728,1,1
329,2020 Jaguar F-PACE SVR,75995,18623, All-wheel Drive ,16–21,Gasoline ,Automatic,V8,77450,1,1
330,2020 BMW X3 xDrive30i,45425,18184, All-wheel Drive ,24–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,63011,3,3
331,2018 Alfa Romeo Stelvio Sport,28559,48491, All-wheel Drive ,22–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,89014,0,1
332,2018 Hyundai Elantra SEL,19000,22422, Front-wheel Drive ,28–37,Gasoline ,6-Speed Automatic,2.0L I4 16V MPFI DOHC,22191,1,1
333,2019 Cadillac XT5 Luxury,29995,34909, Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,44270,1,1
334,2021 Jeep Wrangler Unlimited Rubicon,55677,12688, Four-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,53121,3,3
335,2016 Chrysler 300C Base,17998,96170, Rear-wheel Drive ,19–31,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,55901,0,0
336,2017 Toyota Sienna XLE Premium,32500,41969, Front-wheel Drive ,19–27,Gasoline ,8-Speed Automatic,3.5L V6 24V GDI DOHC,53073,0,1
337,2020 Kia Telluride EX,43889,16078, Front-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,52655,0,1
338,2018 Subaru Forester 2.5i,15900,31160, All-wheel Drive ,26–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC,21701,3,3
