,index,name,price,mileage,ex_color,in_color,drivetrain,mpg,fuel_type,transmission,engine
154,15,2010 Lexus LS 460 Base,19990,97315, Black Metallic , Beige , Rear-wheel Drive ,16–24,Gasoline ,8-Speed Automatic,4.6L V8 32V PDI DOHC
155,16,2021 Tesla Model Y Long Range,71559,13060, White , Black , All-wheel Drive ,131–117,Electric ,1-Speed Automatic,Electric
156,17,2019 Tesla Model 3 Long Range,47495,32109, White , White / Black , All-wheel Drive ,120–112,Electric ,1-Speed Automatic,Electric
157,18,2015 Mercedes-Benz GLK-Class GLK 350,22496,80105, Black , Black , Rear-wheel Drive ,19–25,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC
158,0,2015 Mercedes-Benz GLK-Class GLK 350,22496,80105, Black , Black , Rear-wheel Drive ,19–25,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC
159,1,2014 Jeep Grand Cherokee Overland,21000,84847, Bright White Clearcoat , Brown / Light Frost , Four-wheel Drive ,17–24,Diesel ,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel
160,2,2019 Jeep Grand Cherokee Limited,36095,41524, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
161,3,2018 BMW X1 xDrive28i,26999,44136, Mineral Gray Metallic , Black , All-wheel Drive ,22–31,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
162,4,2021 BMW X3 xDrive30i,45151,12265, Glacier Silver Metallic , Black , All-wheel Drive ,23–29,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
163,5,2020 Mercedes-Benz GLC 300 Base 4MATIC,37496,14880, Graphite Gray Metallic , Black , All-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
164,6,2019 Ford Escape SEL,24223,16105, Lightning Blue Metallic , Medium Light Stone , Four-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo
165,7,2019 Toyota Highlander XLE,36588,12505, Gray , Black , All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
166,8,2020 Honda Accord LX 1.5T,26998,14694, Modern Steel Metallic , Black , Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
167,9,2021 Tesla Model 3 Long Range,60997,13649, Red Multi , – , All-wheel Drive ,141–127,– ,1-Speed Automatic,Electric
168,10,2018 GMC Yukon Denali,47000,82098, Quicksilver Metallic , Jet Black , Four-wheel Drive ,14–22,Gasoline ,10-Speed Automatic with Overdrive,8 Cylinder Engine
169,11,2017 Ford Mustang GT Premium,29995,66514, Ingot Silver Metallic , Ebony w/Metal Gray Stitch , Rear-wheel Drive ,15–25,Gasoline ,Automatic,Engine: 5.0L Ti-VCT V8
170,12,2019 Honda Pilot EX-L,31402,87918, Obsidian Blue Pearl , Gray , All-wheel Drive ,18–26,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC
171,13,2018 Chevrolet Trax LT,15498,56656, Mosaic Black Metallic , Jet Black , Front-wheel Drive ,25–33,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo
172,14,2020 Land Rover Range Rover Evoque S,45991,16606, Narvik Black , White , All-wheel Drive ,20–27,Gasoline ,Automatic,I4
173,15,2017 GMC Acadia Denali,31390,69671, White Frost Tricoat , Cocoa/ Shale , Front-wheel Drive ,18–25,Gasoline ,6-SPEED A/T,V6 Cylinder Engine
174,16,2003 Chevrolet Express 3500 ,17993,19305, White , – , Rear-wheel Drive ,None,Gasoline ,4-Speed Automatic,6.0L V8 16V MPFI OHV
175,17,2019 Honda CR-V EX,31074,11190, Molten Lava , Black , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
176,18,2018 Audi S4 3.0T Premium Plus,41700,21728, Tango Red Metallic , Black , All-wheel Drive ,21–30,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo
177,0,2016 Acura ILX 2.4L,17000,67492, Graphite Luster Metallic , Graystone , Front-wheel Drive ,25–36,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC
178,1,2021 Chrysler 300 S,30000,19229, Gloss Black , Black , Rear-wheel Drive ,19–30,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
179,2,2020 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,37000,15811, Pyrite Silver Metallic , Titan Black , All-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
180,3,2019 BMW 330 i,33779,47248, White , Black , Rear-wheel Drive ,26–36,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
181,4,2020 Mercedes-Benz S-Class S 560,76990,24370, Black , – , Rear-wheel Drive ,17–27,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
182,5,2019 Honda Pilot EX-L,36631,18074, Crystal Black Pearl , – , All-wheel Drive ,18–26,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC
183,6,2019 Mercedes-Benz GLS 450 Base 4MATIC,56490,16317, Gray Metallic , – , All-wheel Drive ,16–22,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
184,7,2016 Jeep Wrangler Unlimited Rubicon,41500,32235, Billet Silver Clearcoat Metallic , Black , Four-wheel Drive ,16–21,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC
185,8,2020 Lexus RX 450hL Base,56500,11559, Matador Red Mica , Parchment , All-wheel Drive ,29–28,Hybrid ,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid
186,9,2010 Lexus ES 350 Base,9799,95734, BURGUN , BEIGE , Front-wheel Drive ,19–0,Gasoline ,Automatic,V6 Cylinder Engine
187,10,2018 BMW M5 Base,70950,29825, Blue , Smoke White / Black , All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
188,11,2020 Lexus RX 350 Base,42990,16322, Champagne , – , Front-wheel Drive ,20–27,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
189,12,2018 Honda Odyssey EX-L,37441,26107, Crystal Black Pearl , Gray , Front-wheel Drive ,19–28,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
190,13,2019 Mercedes-Benz AMG GLE 43 4MATIC Coupe,62500,49850, Black , Black , All-wheel Drive ,17–22,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
191,14,2019 Toyota 4Runner Limited,36893,81710, Magnetic Gray Metallic , Black Graphite , Four-wheel Drive ,17–20,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
192,15,2017 Lexus GX 460 Base,38699,58617, Nebula Gray Pearl , Black , Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC
193,16,2022 Acura ILX Premium & A-SPEC Packages,35658,20338, Platinum White Pearl , Red , Front-wheel Drive ,24–34,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC
194,17,2019 Mazda CX-5 Touring,27399,15569, Snowflake White Pearl Mica , Black , All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC
195,18,2021 Honda Accord Sport SE,28500,10598, Gray , Black , Front-wheel Drive ,29–35,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
196,19,2011 Jaguar XJ L,25400,27977, Blue Frost , Navy / Ivory , Rear-wheel Drive ,15–22,Gasoline ,6-Speed Automatic,5.0L V8 32V GDI DOHC
197,0,2019 Lexus RX 350 350,45998,11711, Obsidian Black , Parchment , Front-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
198,1,2019 Honda Civic LX,21995,28732, Black , – , Front-wheel Drive ,30–38,Gasoline ,Variable,Regular Unleaded I-4 2.0 L/122
199,2,2020 Jeep Grand Cherokee Limited,43645,44502, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
200,3,2015 Toyota 4Runner Limited,29995,45925, White , Tan , Four-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
201,4,2017 Cadillac XT5 Luxury,27500,54706, Dark Granite Metallic , Shara Beige , Front-wheel Drive ,19–27,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC
202,5,2020 Subaru Forester Premium,32535,43244, Jasper Green Metallic , Gray , All-wheel Drive ,26–33,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC
203,6,2019 Lincoln Nautilus Reserve,39820,48127, Agate Black Metallic , Ebony , All-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo
204,7,2017 Acura MDX 3.5L w/Advance Package,24950,63014, Gray , Graystone , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
205,8,2013 Mercedes-Benz C-Class C 350,27499,69302, Black , Beige , All-wheel Drive ,19–28,Gasoline Fuel ,7-Speed A/T,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel
206,9,2019 BMW 330 i xDrive,38900,12034, Jet Black , Mocha , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
207,10,2021 Tesla Model Y Long Range,68984,10689, White , Black , All-wheel Drive ,131–117,Electric ,1-Speed Automatic,Electric
208,11,2022 Kia Telluride SX,55500,3117, Gravity Gray , Black , All-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC
209,12,2021 Tesla Model Y Long Range,73788,14347, Pearl White Multi , Black , All-wheel Drive ,131–117,Electric ,1-Speed Automatic,Electric
210,13,2019 Lexus RX 350 350,45888,11518, Eminent White Pearl , Black , Front-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
211,14,2013 Chevrolet Tahoe LTZ,27988,80488, Black , – , Four-wheel Drive ,15–21,Gasoline ,6-Speed Automatic,5.3L V8 16V MPFI OHV
212,15,2019 INFINITI QX60 Luxe,30446,48770, Liquid Platinum , Graphite , All-wheel Drive ,19–26,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC
213,16,2020 INFINITI QX80 Luxe,58493,13360, Black Obsidian , Graphite , Rear-wheel Drive ,14–20,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC
214,17,2020 Cadillac XT4 Premium Luxury,35998,56276, Radiant Silver Metallic , Jet Black , All-wheel Drive ,22–29,Gasoline ,Automatic,4 Cylinder Engine
215,18,2020 Bentley Continental GT V8,238000,8022, Blue , Linen Hide , All-wheel Drive ,16–26,Gasoline ,8-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo
216,19,2019 BMW M240 i xDrive,47400,16640, Black Sapphire Metallic , Oyster , All-wheel Drive ,21–30,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
217,0,2020 Bentley Continental GT V8,238000,8022, Blue , Linen Hide , All-wheel Drive ,16–26,Gasoline ,8-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo
218,1,2019 BMW M240 i xDrive,47400,16640, Black Sapphire Metallic , Oyster , All-wheel Drive ,21–30,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
219,2,2019 Honda CR-V EX-L,31490,44825, Gunmetal Metallic , Gray , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
220,3,2015 Toyota 4Runner Limited,29995,45925, White , Tan , Four-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
221,4,2019 Mercedes-Benz GLA 250 Base 4MATIC,33500,18991, Midnight Black , Black , All-wheel Drive ,23–31,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
222,5,2021 Tesla Model 3 Long Range,59595,16367, White , Black , All-wheel Drive ,141–127,Gasoline ,1-Speed Automatic,10 Cylinder
223,6,2021 Kia Forte FE,15999,14606, Black , Gray , Front-wheel Drive ,31–41,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
224,7,2021 Toyota 4Runner Limited,47000,37001, Blizzard Pearl , Redwood , Rear-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
225,8,2020 Jeep Grand Cherokee Limited,46529,15277, Diamond Black , Black , Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC
226,9,2020 Honda Civic Sport,25099,32338, Gray , Black , Front-wheel Drive ,29–37,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC
227,10,2020 Nissan Rogue SL,33765,23320, Magnetic Black Pearl , Charcoal , Front-wheel Drive ,26–33,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC
228,11,2021 GMC Sierra 2500 Denali,78991,12981, White Frost Tricoat , Dark Walnut/Dark Ash Grey , Four-wheel Drive ,0–0,Diesel ,10-SPEED A/T,8 Cylinder Engine
229,12,2015 Toyota Avalon XLE Touring,19980,63056, Sizzling Crimson Mica , Beige , Front-wheel Drive ,21–31,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC
230,13,2021 Chevrolet Colorado LT,30000,11503, Satin Steel Metallic , Jet Black , Rear-wheel Drive ,19–25,Gasoline ,Automatic,2.5L I4 16V GDI DOHC
231,14,2015 MINI Hardtop Cooper,18600,35975, Deep Blue Metallic , Carbon Black , Front-wheel Drive ,29–40,Gasoline ,6-Speed Automatic,1.5L I3 12V GDI DOHC Turbo
232,15,2020 Cadillac XT5 Premium Luxury,43147,16269, Stellar Black Metallic , Cirrus , Front-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC
233,16,2020 Chevrolet Trax LS,13995,10575, Gray , – , Front-wheel Drive ,26–31,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo
234,17,2019 Jeep Cherokee Latitude Plus,26871,42837, Bright White Clearcoat , Black , Four-wheel Drive ,21–29,Gasoline ,9-Speed Automatic,2.4L I4 16V MPFI SOHC
235,18,2015 INFINITI QX60 Base,15399,145536, Majestic White , Wheat , All-wheel Drive ,19–26,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC
236,19,2019 Mercedes-Benz GLA 250 Base 4MATIC,36000,16748, Polar White , Black , All-wheel Drive ,23–31,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
237,0,2019 Mercedes-Benz GLA 250 Base 4MATIC,36000,16748, Polar White , Black , All-wheel Drive ,23–31,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
238,1,2020 Mercedes-Benz GLC 300 Base 4MATIC,44177,10870, Graphite Gray Metallic , – , All-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
239,2,2021 Acura RDX Technology Package,44491,17812, Majestic Black Pearl , Espresso , All-wheel Drive ,21–27,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
240,3,2019 Honda CR-V EX-L,32863,19456, Crystal Black Pearl , Black , All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
241,4,2020 Jaguar E-PACE SE,49117,19991, Santorini Black , Ebony / Ebony , All-wheel Drive ,21–28,Gasoline ,Automatic,I4
242,5,2018 Mazda CX-5 Grand Touring,24524,84784, Sonic Silver Metallic , Black , All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V
243,6,2021 Toyota Highlander XLE,47480,23005, Midnight Black Metallic , Graphite , Front-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
244,7,2021 Porsche Macan S,72502,8306, Night Blue Metallic , Black , All-wheel Drive ,18–24,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo
245,8,2019 Dodge Grand Caravan R/T,23990,75677, Octane Red Pearlcoat , Black , Front-wheel Drive ,17–25,Gasoline ,Automatic,Regular Unleaded V-6 3.6 L/220
246,9,2022 Porsche 911 Turbo,267899,415, Chalk , Bordeaux Red , All-wheel Drive ,15–20,Gasoline ,8-Speed Automatic with Auto-Shift,3.8L H6 24V GDI DOHC Twin Turbo
247,10,2008 Mazda Mazda6 i Touring,5150,151918, Smokestone , Beige , Front-wheel Drive ,21–28,Gasoline ,5-Speed Automatic,2.3L I4 16V MPFI DOHC
248,11,2019 BMW 740 i,51944,34981, Magellan Gray Metallic , Black , Rear-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
249,12,2020 Lexus NX 300 NX 300,38935,18479, Caviar , Black , Front-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo
250,13,2020 Tesla Model S Long Range,88995,31998, Blue , Black , All-wheel Drive ,115–107,Electric ,1-Speed Automatic,Electric
251,14,2020 INFINITI QX50 SENSORY,44500,15996, Black Obsidian , Graphite , All-wheel Drive ,22–28,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC Turbo
252,15,2019 Honda CR-V EX-L,30888,9826, Gunmetal Metallic , Gray , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
253,16,2019 Porsche 911 Carrera 4S,135500,9250, Black , Black , All-wheel Drive ,20–28,Gasoline ,7-Speed,3.0L H6 24V GDI DOHC Twin Turbo
254,17,2015 Mercedes-Benz GLK-Class GLK 350,17988,101760, Polar White , Black , Rear-wheel Drive ,19–25,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC
255,18,2019 BMW 740 i,52996,18457, Black Sapphire Metallic , Black , Rear-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
256,0,2020 Ford Mustang EcoBoost Premium,30883,44067, Magnetic Metallic , Ebony , Rear-wheel Drive ,20–28,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo
257,1,2021 Volkswagen Tiguan 2.0T SEL,32000,16051, Stone Blue , Black , All-wheel Drive ,21–27,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
258,2,2019 Volvo S60 T5 Momentum,35967,21449, Black Stone , Blond , Front-wheel Drive ,24–36,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
259,3,2019 Honda CR-V EX-L,33125,22942, Black , Black , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
260,4,2021 Toyota 4Runner Limited,50492,19871, Midnight Black Metallic , Sand Beige , Rear-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
261,5,2020 Jeep Compass Limited,18990,30864, Gray , Black , Front-wheel Drive ,22–31,Gasoline ,6-Speed Automatic,2.4L I4 16V MPFI SOHC
262,6,2021 Mercedes-Benz C-Class C 300,51251,15628, Black , Black , Rear-wheel Drive ,24–33,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
263,7,2019 Mercedes-Benz GLS 450 Base 4MATIC,51974,41452, Black , Saddle Brown / Black , All-wheel Drive ,16–22,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
264,8,2021 Lamborghini Urus ,283900,13654, Blu Eleos Metallic , Nero Ade , All-wheel Drive ,12–17,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
265,9,2018 Audi A4 2.0T Premium Plus,26750,22135, Glacier White Metallic , Nougat Brown / Black , All-wheel Drive ,24–34,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
266,10,2019 BMW 540 i xDrive,49400,10609, Alpine White , Ivory White , All-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
267,11,2022 Chevrolet Tahoe Z71,78492,19072, Brown , Jet Black , Four-wheel Drive ,15–20,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV
268,12,2020 Mercedes-Benz GLE 350 Base 4MATIC,59998,18646, Gray , Tan , All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
269,13,2020 RAM 1500 Laramie,53226,24759, Bright White Clearcoat , Black , Four-wheel Drive ,19–24,Diesel ,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel
270,14,2021 Volkswagen Atlas 3.6L SEL Premium,52498,10738, Racing Green Metallic , – , All-wheel Drive ,16–22,Gasoline ,Automatic,V6 Cylinder Engine
271,15,2020 BMW 750 i xDrive,76900,19725, Black Sapphire Metallic , Black , All-wheel Drive ,17–25,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo
272,16,2018 Chevrolet Impala 1LT,19991,105271, Summit White , Jet Black , Front-wheel Drive ,22–30,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC
273,17,2019 Honda CR-V EX-L,25999,24000, White , Beige , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
274,18,2019 Honda CR-V EX-L,31499,21868, Gunmetal Metallic , Gray , Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo
275,19,2021 Acura TLX Technology,41997,18886, Modern Steel Metallic , Espresso , All-wheel Drive ,21–29,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
276,0,2021 Acura TLX Technology,41997,18886, Modern Steel Metallic , Espresso , All-wheel Drive ,21–29,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
277,1,2020 BMW 330 i xDrive,38580,16135, Alpine White , Canberra Beige , All-wheel Drive ,25–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
278,2,2020 Ford Explorer Limited,42995,49876, Green , – , Four-wheel Drive ,20–27,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo
279,3,2021 Chevrolet Colorado LT,24000,20635, Summit White , Jet Black , Rear-wheel Drive ,19–25,Gasoline ,Automatic,2.5L I4 16V GDI DOHC
280,4,2021 Honda Passport EX-L,33996,4317, Deep Scarlet Pearl , Gray , Front-wheel Drive ,20–25,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
281,5,2020 Subaru Ascent Touring 7-Passenger,31754,47226, Crystal White Pearl , Java Brown , All-wheel Drive ,20–26,Gasoline ,Automatic CVT,2.4L H4 16V GDI DOHC Turbo
282,6,2021 Tesla Model 3 Long Range,58998,48420, – , – , All-wheel Drive ,141–127,– ,1-Speed Automatic,Electric
283,7,2015 Chrysler 300 S,21900,53200, Gray , – , Rear-wheel Drive ,19–31,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV
284,8,2016 BMW 528 i xDrive,19995,83070, White , – , All-wheel Drive ,22–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
285,9,2022 Genesis GV70 2.5T,52895,17156, Uyuni White , Red , All-wheel Drive ,22–28,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo
286,10,2019 BMW X7 xDrive40i,66597,52090, Jet Black , Beige , All-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
287,11,2019 Jaguar F-PACE 25t Premium,41499,27678, Fuji White , Ebony/Tonal Stitch , All-wheel Drive ,22–27,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122
288,12,2019 Honda Passport EX-L,33949,17320, Black Copper Pearl , – , Front-wheel Drive ,20–25,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC
289,13,2021 Ford Bronco Sport Big Bend,34848,7250, Rapid Red Metallic Tinted Clearcoat , Ebony , Four-wheel Drive ,25–28,Gasoline ,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo
290,14,2020 Tesla Model Y Long Range,70470,15478, Pearl White Multi , White / Black , All-wheel Drive ,127–114,Electric ,1-Speed Automatic,Electric
291,15,2020 Chevrolet Tahoe LT,45618,64534, Black , Jet Black , Rear-wheel Drive ,15–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV
292,16,2019 Mercedes-Benz AMG E 63 S 4MATIC,106999,15113, Gray Metallic , Brown , All-wheel Drive ,15–23,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
293,17,2021 Chevrolet Trax LT,23988,14432, Shadow Gray Metallic , Jet Black , Front-wheel Drive ,24–32,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo
294,18,2017 Ford F-150 Raptor,56999,66000, Black , Black , Four-wheel Drive ,15–18,Gasoline Fuel ,10-Speed A/T,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel
295,19,2021 Tesla Model Y Performance,76492,11760, Deep Blue Metallic , White / Black , All-wheel Drive ,115–106,Electric ,1-Speed Automatic,Electric
